craters_70km_to_150km.txt
Generated on 06/14/2022 22:06

Minimum diameter = 70 km 
Maximum diameter = 150 km
 
There are 754 craters that fit these diameter constraints.
 

Each line represents a crater. The fields are:
	CRATER_ID
	LON_CIRC_IMG (degrees East)
	LAT_CIRC_IMG (degrees North)
	DIAM_CIRC_IMG (km)

For more information on each field, see DOI:10.1029/2011JE003967.


~~~~~START DATA~~~~~
11-0-002868	41.259818	-24.653600	70.045276
10-0-003443	15.242921	9.826812	70.064090
15-1-002236	93.625983	-4.965096	70.071703
11-0-006261	50.933132	-13.344534	70.079919
03-1-023510	217.115672	-35.937514	70.096320
13-3-000370	169.736847	69.494325	70.102636
08-1-008867	314.588543	-63.220706	70.147740
11-1-019084	12.638616	-43.462379	70.172742
16-1-011834	93.949880	-64.681824	70.338133
11-1-008321	67.491343	-21.117591	70.390656
11-1-012388	84.423073	-26.321615	70.399939
11-1-016991	41.351022	-37.325315	70.533792
07-0-001466	357.058830	-19.910821	70.576824
03-3-000061	209.533032	-33.887637	70.586260
07-1-021125	283.894198	-32.063037	70.615964
03-1-028813	230.664746	-40.751710	70.616244
11-0-007202	39.708535	-10.036622	70.619875
10-0-007286	11.105718	22.373188	70.705295
04-1-009349	264.697209	-63.854060	70.715322
03-1-005199	181.973684	-14.156556	70.727248
03-1-021931	198.308032	-33.547226	70.830857
07-1-021939	311.410939	-33.817638	70.831594
07-1-019846	291.324453	-29.761629	70.836322
10-1-005698	57.477175	26.059249	70.862108
11-0-002545	13.541109	-26.684149	70.880697
04-1-007145	246.497137	-58.201336	70.886808
15-1-026309	140.486723	-24.865786	70.957552
14-1-010013	112.131172	9.173020	70.972544
11-0-011793	8.844286	-17.634061	71.062497
10-0-002773	45.147501	6.327686	71.091426
16-1-010006	148.804443	-75.023299	71.160699
06-0-002956	358.611249	10.742621	71.195234
10-1-006781	79.440708	20.054541	71.198702
04-1-009688	194.175847	-65.360499	71.201552
10-0-011143	37.829559	33.527139	71.314090
