craters_50km_to_100km.txt
Generated on 06/12/2022 02:38

Minimum diameter = 50 km 
Maximum diameter = 100 km
 
There are 1782 craters that fit these diameter constraints.
 

Each line represents a crater. The fields are:
	CRATER_ID
	LON_CIRC_IMG (degrees East)
	LAT_CIRC_IMG (degrees North)
	DIAM_CIRC_IMG (km)

For more information on each field, see DOI:10.1029/2011JE003967.


~~~~~START DATA~~~~~
16-1-004989	125.515784	-54.315655	50.005594
07-1-002717	330.010470	-3.579181	50.011654
11-0-010600	25.531242	-3.130945	50.023288
02-1-001631	269.161661	34.236502	50.028604
04-1-005514	217.560703	-52.785086	50.034066
10-0-011388	30.370555	34.012981	50.076213
03-1-002153	197.211546	-7.418235	50.131287
11-1-007995	21.073296	-20.209098	50.135569
04-1-011398	216.572277	-70.862811	50.141581
06-1-003642	305.976500	34.929285	50.144735
03-1-004934	197.231053	-12.317749	50.146969
10-0-006798	69.420277	20.177250	50.150053
10-0-002931	17.675484	6.814235	50.183801
07-1-011448	320.255021	-17.841205	50.193842
08-1-008467	314.398030	-62.063290	50.194313
03-1-019614	246.796430	-32.358854	50.196008
05-1-003042	304.501120	45.565948	50.206111
05-1-003042	304.501120	45.565948	50.206111
06-0-001506	353.441512	19.892625	50.211412
06-0-000928	359.050380	24.416604	50.216462
08-2-001013	280.620180	-74.633170	50.217890
11-0-005294	50.869538	-15.449250	50.229397
12-1-009771	53.482240	-75.355491	50.239543
11-0-011358	47.433630	-0.265943	50.240916
09-1-002257	16.349974	50.557923	50.254289
16-3-000075	159.336760	-55.921489	50.255126
08-1-009728	345.476568	-64.869329	50.261766
11-0-002817	46.888402	-25.549163	50.262799
11-0-008391	78.898343	-8.094693	50.282782
02-1-002344	183.287012	31.890386	50.294783
11-0-004984	1.622633	-16.680856	50.318303
11-1-016649	43.222200	-36.395764	50.327543
07-0-002011	345.000512	-24.588745	50.340674
07-1-004303	343.495494	-5.560515	50.351389
16-1-003547	154.496876	-51.373380	50.358675
11-0-004319	32.535553	-18.575382	50.362883
11-0-006857	21.448214	-11.993591	50.377113
12-1-010951	86.290442	-70.094682	50.378133
07-0-000149	351.619469	-2.360803	50.403334
04-1-004099	228.206718	-51.272876	50.405074
06-1-010893	305.748165	15.248563	50.419467
10-0-006883	48.803303	21.102415	50.430570
03-1-026269	217.614619	-39.237696	50.454853
14-2-000303	123.178566	16.466353	50.459286
12-1-009813	65.797802	-78.648170	50.460961
14-1-011450	131.797928	5.345533	50.480289
15-1-034876	152.671877	-31.617647	50.493976
11-0-005565	72.995604	-14.206399	50.517055
07-1-010869	322.207094	-16.938025	50.539050
12-1-003022	43.796789	-51.174880	50.544513
10-0-005636	4.421908	16.839989	50.557116
06-3-000149	331.257672	23.563576	50.568643
03-1-002887	195.440042	-8.299745	50.576823
10-1-000527	1.829247	42.105572	50.617637
11-0-007849	17.165750	-9.905406	50.623676
06-1-015844	303.905415	5.063656	50.633422
04-1-007360	206.735110	-57.400975	50.636009
03-1-008372	203.039430	-18.084218	50.638129
14-1-008279	166.844894	14.782565	50.654899
11-0-005021	5.360905	-15.430691	50.660069
15-1-032542	169.107479	-29.445037	50.662628
04-1-006555	197.109782	-55.805219	50.666367
03-1-019316	257.124293	-30.729520	50.670104
10-0-009487	2.983249	28.451784	50.670759
09-3-000513	1.755335	60.799887	50.675867
06-3-000155	331.843950	21.554684	50.691586
12-1-002275	16.271767	-48.422933	50.708211
11-1-000229	75.402789	-0.815237	50.709448
11-0-000192	37.069551	-38.947239	50.715754
11-1-015407	81.014803	-33.617704	50.727926
07-1-015524	332.654641	-23.684880	50.732123
07-1-011014	334.286508	-16.807367	50.744504
14-3-000005	96.597118	42.947357	50.746992
07-1-026882	305.359827	-42.278581	50.752430
14-1-010237	141.283040	8.934053	50.773504
07-0-003275	351.265935	-33.943372	50.780465
08-1-003524	307.993283	-50.331266	50.783537
07-1-022674	313.933239	-34.530913	50.786197
08-1-008221	346.454159	-61.253962	50.813078
15-1-034616	136.960402	-31.767126	50.819285
11-0-006841	26.132005	-12.095375	50.834673
02-1-005533	198.290499	13.652265	50.834750
07-1-021855	320.986188	-33.825789	50.861603
16-1-003065	136.381627	-50.182840	50.867368
15-1-040508	111.625059	-38.420700	50.870955
04-1-003211	250.358144	-49.117147	50.884387
08-1-006160	349.017892	-56.642487	50.885928
16-1-004303	145.447887	-52.395398	50.888744
11-0-006888	16.568123	-11.618337	50.899335
04-1-000989	226.177926	-45.565950	50.903633
11-0-008892	19.614758	-6.828498	50.908350
04-1-009838	241.951632	-64.777695	50.927428
12-1-001397	9.775314	-48.265428	50.929794
07-1-011000	332.185727	-16.792324	50.940106
08-1-009113	339.123661	-63.796049	50.942401
07-0-003876	356.101253	-38.964761	50.969976
06-0-003634	348.584722	0.532328	50.970826
07-1-023406	283.670099	-35.290963	50.979483
16-1-007518	104.229208	-58.129442	50.993133
11-1-013596	77.785968	-29.812946	51.005001
07-1-008524	316.153464	-13.246040	51.010701
10-0-006384	4.908394	18.988250	51.016064
06-1-012624	333.931245	11.803673	51.017031
03-1-021052	254.218228	-32.821461	51.024090
01-1-000018	214.304307	77.171500	51.080480
04-4-000004	189.202052	-70.192599	51.081702
15-1-025858	112.876129	-24.958133	51.087195
16-1-005350	124.825746	-55.108032	51.093900
10-1-001360	17.780953	37.472880	51.094151
11-0-002694	20.853133	-26.113596	51.098903
06-1-010586	352.235113	14.977266	51.101411
15-1-039848	173.900336	-38.389029	51.128226
10-1-007961	72.380897	15.406154	51.143883
11-0-007332	71.080774	-10.590243	51.148165
15-1-008509	162.762384	-10.763292	51.153899
10-0-005199	41.507344	15.207018	51.164340
06-1-014525	293.246506	7.111963	51.184174
16-1-009356	121.749016	-63.656011	51.189139
11-0-006370	80.283536	-12.822600	51.216737
15-1-036850	127.257357	-34.898661	51.220624
14-1-002136	172.793003	33.110736	51.229180
02-1-006834	183.697758	4.437007	51.256669
11-0-003178	41.922371	-24.091763	51.263585
15-1-005458	135.332569	-6.940083	51.279323
13-3-000203	139.900758	70.319782	51.303569
10-0-000967	9.238164	13.166800	51.311548
03-1-017808	258.539742	-30.060469	51.328922
12-3-000070	25.526730	-53.213092	51.362308
12-1-011331	73.082511	-64.057767	51.363838
10-0-009440	2.323707	27.389733	51.373641
08-1-003081	341.467712	-49.327445	51.374780
11-0-007810	24.376806	-9.742983	51.408579
15-1-035024	160.349908	-31.995636	51.427159
10-0-003521	33.705687	8.937444	51.430560
04-1-001392	183.523144	-46.976331	51.433954
11-0-005892	16.058418	-13.473290	51.435890
07-0-003272	352.932576	-33.813570	51.448300
03-1-000102	209.384917	-0.084606	51.451424
12-1-009272	38.522163	-78.834579	51.456641
03-1-018465	189.424461	-30.237052	51.463124
07-1-022660	311.944422	-34.942748	51.464225
11-0-008913	16.748257	-7.826478	51.474638
07-1-026263	331.401620	-41.567743	51.543015
10-1-002777	29.552508	35.059890	51.552492
10-0-005968	55.919230	17.886338	51.554562
14-1-010137	125.775509	8.217561	51.558417
06-3-000137	303.529497	28.240496	51.562422
11-1-010920	67.069203	-24.905490	51.574167
07-1-017916	310.768653	-26.986539	51.580730
07-0-001506	349.630087	-19.971789	51.617135
10-0-002851	30.629496	5.970056	51.617289
12-1-006826	29.565941	-60.322608	51.629542
06-1-003598	300.495012	34.207231	51.640217
03-1-028295	244.083102	-40.508976	51.663482
04-3-000020	246.314316	-46.890048	51.692706
12-2-000092	15.802022	-54.350365	51.701371
08-1-006034	301.996541	-55.589027	51.721013
04-1-003954	200.523991	-50.709235	51.723628
11-0-008238	57.105747	-7.994932	51.739911
10-0-006305	15.989621	18.168771	51.751439
04-1-003192	246.360025	-48.930469	51.766126
11-0-009628	52.152592	-4.497327	51.770325
12-1-001133	13.884423	-46.119242	51.771554
11-0-002044	27.623697	-29.150212	51.781791
03-1-003638	212.918405	-10.561947	51.794753
16-1-010172	127.438051	-79.004012	51.795804
06-0-003583	352.175313	2.144899	51.797543
11-1-016775	81.365926	-36.735552	51.801910
10-3-000186	56.848953	10.307238	51.805286
06-0-003218	346.792273	6.508720	51.816436
08-1-003397	273.473008	-50.925285	51.818313
07-3-000162	346.542005	-30.330380	51.829039
04-1-003051	227.665448	-49.140582	51.834538
07-1-023407	283.391735	-36.406102	51.841892
11-0-001825	33.781544	-30.809204	51.844955
04-1-011324	238.761591	-77.266804	51.847139
01-1-001657	262.599901	53.619740	51.849563
10-3-000074	18.228356	21.612382	51.870902
04-1-010034	254.458817	-66.671977	51.881606
12-3-000183	43.573784	-80.410429	51.896538
12-1-002096	33.822557	-48.899307	51.900541
15-1-024967	122.380466	-23.008384	51.902637
10-3-000201	0.763435	6.249399	51.908379
11-1-007578	50.896481	-20.141179	51.908873
11-0-007911	6.249252	-9.651322	51.930959
16-1-000427	138.168378	-45.217051	51.931770
02-1-003386	187.934651	25.865339	51.948769
12-3-000049	30.523135	-51.387015	51.949791
07-1-011603	296.398677	-17.649017	51.966762
03-1-019562	250.318000	-31.274339	51.988756
06-1-006848	334.032287	25.846448	52.038648
06-1-009577	355.273457	18.235920	52.041494
11-1-007472	66.224589	-19.477915	52.042117
07-0-002359	359.136500	-27.338750	52.062555
12-1-006260	78.195228	-58.776231	52.071657
15-1-038877	102.269396	-37.159305	52.072132
16-1-000785	165.946240	-44.763092	52.088978
06-1-007700	332.179723	22.637271	52.093419
11-1-007017	62.658012	-18.703975	52.094020
07-1-011459	318.075730	-17.581974	52.105189
11-0-003994	26.756559	-19.746383	52.116985
02-1-003387	186.801682	26.093759	52.118626
11-1-017612	5.806344	-40.179624	52.118993
06-1-010484	330.705652	17.060937	52.139771
07-1-015818	314.495477	-23.725769	52.142683
10-0-009009	57.015460	26.050587	52.162434
04-1-000668	268.485208	-44.456184	52.164158
06-1-001411	273.887088	40.481999	52.170503
12-1-003774	33.332448	-52.120327	52.192674
07-1-023823	313.409061	-36.391203	52.195668
12-1-007172	85.238052	-59.906512	52.222501
15-1-002862	124.967601	-4.532598	52.233468
16-1-000278	125.431591	-44.935490	52.234061
10-0-004941	25.751516	14.566843	52.235881
11-0-011220	64.887690	-1.006549	52.246423
15-1-040124	152.486352	-38.899371	52.272242
07-1-003276	301.341283	-3.420264	52.279758
11-0-004513	7.399204	-17.350697	52.285288
07-1-008940	339.959966	-13.378412	52.291243
10-0-004109	54.053987	11.647324	52.293764
07-1-018764	290.326143	-27.532133	52.295993
07-1-025219	316.332717	-39.791427	52.303493
11-0-011328	50.461221	-0.815220	52.304283
03-1-021342	254.688881	-33.898439	52.344413
04-1-001767	230.907785	-46.784513	52.347614
06-0-001181	351.771811	22.090917	52.353371
05-3-000190	332.735974	77.709292	52.365779
05-3-000190	332.735974	77.709292	52.365779
11-0-001638	7.301115	-31.907249	52.381068
03-1-030422	210.643946	-43.646075	52.382237
15-1-015438	144.231466	-15.433019	52.385564
10-3-000299	62.324506	26.013573	52.386045
04-1-007522	184.520547	-58.735725	52.391170
16-1-009297	135.561261	-62.983649	52.416249
07-0-002763	328.703090	-31.189352	52.430829
07-0-002005	342.433199	-24.428759	52.437541
10-0-001161	27.794715	0.223414	52.440628
07-1-004587	313.759748	-5.353656	52.457519
01-1-001008	211.888001	60.047372	52.468431
16-1-003258	164.560862	-50.576483	52.482726
11-0-000993	37.171663	-34.859071	52.492841
11-1-013632	74.490067	-29.251039	52.494809
11-1-013638	73.400317	-30.003386	52.516088
15-1-043741	150.936540	-43.183250	52.546252
03-1-030272	226.564522	-43.491848	52.547366
16-1-003237	162.010341	-50.515878	52.558021
11-3-000005	86.606527	-0.191732	52.574048
10-0-000902	3.729204	12.326830	52.576429
12-1-000195	15.995279	-45.273174	52.671766
09-3-000472	49.613701	62.757747	52.671804
06-1-011299	302.788295	14.207076	52.677433
10-1-004274	68.869328	32.010722	52.689338
15-1-041714	168.751423	-41.149593	52.712927
16-1-000660	158.125417	-44.736088	52.718717
03-1-008484	210.685736	-17.617189	52.726781
11-0-010889	32.611301	-2.098128	52.764539
08-1-009678	335.403808	-64.161893	52.780464
09-1-001469	58.675053	57.953105	52.807717
15-3-000086	160.619087	-37.447784	52.810556
12-1-004359	14.540942	-53.888464	52.813211
